Ticker,Close,RS_rating,RS_rating_old,RS_rating_new,RS_score,TT_pass,RS_pass,Minervini_pass,Minervini_score,early_stage_score,R3M,R6M,R9M,R12M,RS_raw,Bench_R12,C1_Price>MA150&200,C2_MA150>MA200,C3_MA200_up_22d,C4_MA50>MA150&200,C5_+25%_from_low,C6_within_25%_high,Days_passed
SIMO,241.83,95.9,95.3,95.9,89.70821670346048,False,True,False,64.16,2.6690597146428123,-15.141413432521578,69.10006293266207,198.4081934846989,211.31565396498453,192.10230548178689,19.213348483197645,1,1,1,1,1,0,0
CVE,30.76,85.3,82.3,85.3,42.91950026291904,True,True,True,64.1,-0.057488288720220215,9.116708052500888,40.1366742596811,72.0357941834452,84.19161676646709,64.97826828326944,19.213348483197645,1,1,1,1,1,1,36
GOLD,46.85,84.4,84.4,82.4,36.11618829086004,False,True,False,64.02,34.19276302807311,10.730323800519969,-16.607333570665716,81.1678267594741,94.55980066445184,75.3464521812542,19.213348483197645,1,1,1,0,1,0,0
VICR,194.62,97.3,97.3,92.2,65.16022999096589,False,True,False,63.95,16.75976837398067,-43.72542216053667,-1.2882937715560927,130.6744103354273,283.86587771203153,264.6525292288339,19.213348483197645,0,1,1,1,1,0,0
CRS,486.09,85.4,85.4,83.5,38.41311644154335,True,True,True,63.95,-0.7043713849662558,5.4631055954524665,22.87100932736785,57.097149505526446,101.17121218391753,81.95786370071988,19.213348483197645,1,1,1,1,1,1,61
NTRS,186.82,75.0,62.4,75.0,28.131972621864954,True,True,True,63.95,13.156076998852384,11.242110277480055,28.187182654041433,46.951938960119556,43.03652094020365,23.823172457006002,19.213348483197645,1,1,1,1,1,1,98
SCHW,112.27,68.8,35.4,68.8,24.157209980067577,False,False,False,63.95,38.08758250325416,31.14122181988086,17.74514944939696,24.041542371008706,16.716914440170495,-2.4964340430271514,19.213348483197645,1,0,1,1,1,1,0
XLV,175.29,59.0,49.4,59.0,17.751847959056857,True,False,False,63.8,34.01053197800334,17.810336716177154,11.062535639612236,13.375590194683372,28.700440528634363,9.487092045436718,19.213348483197645,1,1,1,1,1,1,29
PCVX,61.09,85.3,85.3,80.6,32.972451856240085,True,True,True,63.69,-1.4212132273550222,19.737357898863195,-3.093274111675115,27.856843867727086,100.62397372742203,81.41062524422438,19.213348483197645,1,1,1,1,1,1,5
GPC,137.95,64.4,17.6,64.4,20.948649254137123,False,False,False,63.69,43.10533691037725,40.19308943089428,17.986657543619565,7.303982576228996,-0.9335727109515357,-20.14692119414918,19.213348483197645,1,0,1,1,1,1,0
AIR,135.36,84.6,81.0,84.6,42.01701287905644,True,True,True,63.67,-0.5542461814163117,19.978727176032642,15.63300871348028,74.2309177500322,80.26368357970438,61.05033509650673,19.213348483197645,1,1,1,1,1,1,54
NET,277.58,85.4,61.0,85.4,43.512114918110015,True,True,True,63.66,-1.654595864423457,32.67374056017589,61.571594877764824,48.93228887219658,41.709209720236885,22.49586123703924,19.213348483197645,1,1,1,1,1,1,21
FLNG,31.93,45.5,38.2,45.5,11.704237965155931,True,False,False,63.65,51.508829293673934,1.9476372924648766,16.87408491947291,18.698884758364322,19.05294556301267,-0.1604029201849766,19.213348483197645,1,1,1,1,1,1,9
FTI,75.2,86.4,86.4,85.0,42.71227020890056,True,True,True,63.64,-3.0547672676364517,11.556148939326526,13.715409042794512,70.3670140462166,106.36663007683866,87.15328159364103,19.213348483197645,1,1,1,1,1,1,137
IAG,22.17,91.5,91.5,90.3,57.41341560933172,False,True,False,63.61,6.711206053299168,33.71531966224368,-3.5667681600695778,72.12732919254658,151.07587768969424,131.8625292064966,19.213348483197645,1,1,1,0,1,1,0
MSGE,80.63,86.9,86.0,86.9,47.683981633387695,True,True,True,63.59,-3.9013941019189495,15.202171738819835,33.959129423492264,68.68200836820084,105.3744268976057,86.16107841440805,19.213348483197645,1,1,1,1,1,1,71
DOCN,112.57,96.7,96.7,96.3,91.74930024393754,False,True,False,63.56,-0.40400987298889546,-25.16287727695785,89.92745064956975,156.95046792969637,262.1943371943372,242.98098871113956,19.213348483197645,1,1,1,1,1,0,0
CNQ,49.59,75.4,73.1,75.4,28.265466193841263,False,True,False,63.49,27.755590863315952,8.39344262295083,16.490486257928126,48.33981453784026,59.710144927536234,40.49679644433859,19.213348483197645,1,1,1,0,1,1,0
NUE,247.55,81.3,76.3,81.3,33.99283955058232,True,True,True,63.46,3.143452241734253,0.438187203310747,41.07020743104628,62.48769281260258,65.52992310264125,46.31657461944361,19.213348483197645,1,1,1,1,1,1,88
LLY,1233.66,80.1,80.1,75.6,28.317065518503753,True,True,True,63.39,4.515563098180295,13.919772467033575,19.90902287063947,16.415966783051815,77.42079300476033,58.20744452156268,19.213348483197645,1,1,1,1,1,1,44
DCOM,40.39,71.9,54.0,71.9,26.113340936636916,True,True,True,63.34,15.280149704301461,8.867924528301874,23.81974248927039,54.869631901840506,34.14148123546994,14.928132752272294,19.213348483197645,1,1,1,1,1,1,149
ADEA,27.13,85.9,78.8,85.9,44.55791011451836,True,True,True,63.31,-3.4915652458782067,-3.9646017699115133,31.253023705853877,125.33222591362127,74.13350449293965,54.920156009742,19.213348483197645,1,1,1,1,1,1,19
AMG,365.28,79.9,74.7,79.9,31.81938205039296,True,True,True,63.3,4.470453312425404,18.628215120810587,16.840994146435072,42.20422781951958,62.795258044388966,43.581909561191324,19.213348483197645,1,1,1,1,1,1,84
JLL,392.79,77.4,49.7,77.4,29.743823677874698,False,True,False,63.21,24.17801900380689,35.45416925305194,24.068985122713936,24.74672086893004,28.995073891625633,9.781725408427988,19.213348483197645,1,0,1,1,1,1,0
TMO,628.15,72.3,48.8,72.3,26.51652400450677,False,True,False,63.21,30.977309006853613,37.68878367418513,22.284301510668136,6.922788860897389,27.997962302598054,8.78461381940041,19.213348483197645,1,0,1,1,1,1,0
TSEM,212.71,97.1,97.1,95.5,83.72314004906643,False,True,False,63.06,-2.6098109790966304,-23.427769178156165,68.8576645232992,127.13294180459154,269.4806322737537,250.26728379055606,19.213348483197645,1,1,1,1,1,0,0
CEF,47.63,69.0,69.0,49.9,13.505691237996745,False,False,False,62.89,34.30296868286136,2.0351328191945184,-12.235120692832135,23.61796003114456,52.07535121328226,32.86200273008462,19.213348483197645,1,1,1,0,1,1,0
WAB,296.94,75.8,70.1,75.8,28.52152353105663,True,True,True,62.88,8.533089273077218,13.852996434185805,12.986568243217533,48.30686245130356,53.60819409239046,34.394845609192814,19.213348483197645,1,1,1,1,1,1,144
ANET,190.94,83.8,62.7,83.8,39.4556692390509,True,True,True,62.84,-2.2596342996994756,23.73793014062602,43.682745127549104,62.59899514604443,43.52074564040891,24.307397157211263,19.213348483197645,1,1,1,1,1,1,37
DIOD,92.95,82.2,76.8,82.2,35.51867517340037,True,True,True,62.74,-0.47670450356256167,-14.826353889856126,31.28531073446328,107.7559231113098,68.20484980094102,48.99150131774337,19.213348483197645,1,1,1,1,1,1,1
SA,35.03,87.7,87.7,82.8,36.44823091379418,False,True,False,62.62,8.479680061879206,13.255738764953119,-7.205298013245032,48.684210526315795,114.25076452599386,95.03741604279621,19.213348483197645,1,1,1,0,1,1,0
NVRI,21.62,84.1,84.1,78.3,30.518665677843334,True,True,True,62.62,-3.400618533149808,7.776669990029927,21.1204481792717,24.252873563218415,91.6666666666667,72.45331818346905,19.213348483197645,1,1,1,1,1,1,5
STLD,231.08,78.6,78.6,68.6,23.822646662494485,True,True,True,62.62,3.9479775022985915,-10.510417473472234,20.649506604709455,46.10520991401115,73.3793517406963,54.16600325749865,19.213348483197645,1,1,1,1,1,1,3
VIST,68.39,79.5,79.5,69.6,24.787927541576785,True,True,True,62.54,2.460415595267692,-7.078804347826084,20.383735257877134,41.85853557353245,75.8549755721265,56.64162708892886,19.213348483197645,1,1,1,1,1,1,14
SPB,88.95,79.2,71.2,79.2,31.028128953534292,True,True,True,62.5,2.7351664710793657,14.655839133797377,14.72978201986328,55.019170442662954,56.080014037550455,36.86666555435281,19.213348483197645,1,1,1,1,1,1,132
CSX,51.51,77.1,71.8,77.1,29.5603339380822,True,True,True,62.48,5.4663590886669935,9.270258803563847,22.003789673140695,50.26254375729287,56.99481865284972,37.781470169652074,19.213348483197645,1,1,1,1,1,1,102
BMO,173.46,70.4,69.4,70.4,25.07686746219981,True,True,True,62.38,14.067953732862499,6.332372954085708,17.099844730979562,43.15424610051994,52.46550057132813,33.25215208813048,19.213348483197645,1,1,1,1,1,1,97
COP,131.84,72.9,54.2,72.9,26.810830355821718,False,True,False,62.35,27.306864454570235,14.514027620950243,19.843650577220238,50.89847773835412,34.28396822163373,15.070619738436086,19.213348483197645,1,1,1,0,1,1,0
TILE,38.95,81.9,64.1,81.9,35.22753886925409,True,True,True,62.32,-1.4575809216183646,31.144781144781163,22.522805913809396,45.335820895522396,45.98950524737633,26.776156764178683,19.213348483197645,1,1,1,1,1,1,46
ICHR,57.11,96.4,96.0,96.4,93.62175341524886,False,True,False,62.04,11.600464361100443,-22.55221046921616,8.967754245373015,284.8382749326146,219.40715883668904,200.1938103534914,19.213348483197645,0,1,1,1,1,0,0
GOOG,343.34,75.6,75.6,49.6,13.370439848906265,True,True,True,62.01,5.89591852325858,-10.781383987734849,9.682778008497595,14.580343734356749,64.15184547714668,44.93849699394903,19.213348483197645,1,1,1,1,1,1,3
NEM,135.14,84.7,83.7,84.7,42.4464475055397,False,True,False,62.0,10.391213199433103,26.028163760141744,8.241890268321983,61.86369625104802,90.070323488045,70.85697500484736,19.213348483197645,1,1,1,0,1,1,0
TECH,72.33,81.4,48.1,81.4,34.178815176792185,False,True,False,61.99,14.769094322586524,50.40548970679974,24.987039917055466,17.552413456850303,27.54364309645565,8.330294613258005,19.213348483197645,1,0,1,1,1,1,0
EGO,48.14,90.9,86.3,90.9,59.520121112876666,False,True,False,61.94,1.9188554174873345,52.72842639593909,8.423423423423436,77.37656595431098,106.34376339477072,87.13041491157307,19.213348483197645,1,1,1,0,1,1,0
COHU,50.61,91.9,91.2,91.9,64.89183526816353,False,True,False,61.88,0.3840931233754077,-7.881325081907531,61.848417013111614,128.69408043380028,149.6793290577208,130.46598057452314,19.213348483197645,1,1,1,1,1,0,0
USFD,108.89,81.7,59.6,81.7,34.31019157586337,True,True,True,61.88,-2.6627689421366454,32.16409758465832,13.569044639132244,53.15049226441633,40.5032258064516,21.289877323253958,19.213348483197645,1,1,1,1,1,1,56
SMTC,127.52,91.3,91.3,88.6,50.072909252839366,False,True,False,61.85,1.0982409001254052,-18.88040712468193,38.36805555555556,99.7180892717306,150.03921568627453,130.82586720307688,19.213348483197645,1,1,1,1,1,0,0
AU,123.39,89.9,89.9,87.3,48.282458124052084,False,True,False,61.78,2.734452963310527,30.543800253914522,-0.8915662650602396,54.60468612955769,126.61157024793388,107.39822176473623,19.213348483197645,1,1,1,0,1,1,0
CARZ,105.6292,71.7,71.7,62.6,19.98498709781992,True,True,True,61.77,10.316070220424482,-10.82719525218544,17.54523016249252,47.177372161070096,56.85672366990786,37.643375186710216,19.213348483197645,1,1,1,1,1,1,91
BEN,35.03,77.7,57.6,77.7,29.886105242760372,True,True,True,61.75,2.231492299666879,10.609409535838331,28.503301540719008,61.57749077490775,38.13091482649844,18.917566343300795,19.213348483197645,1,1,1,1,1,1,77
BRKR,56.85,80.1,75.8,80.1,32.17934820049366,True,True,True,61.67,-1.2168729904367126,16.927190456602226,42.51692153421911,20.266553839644597,64.25888471540017,45.04553623220253,19.213348483197645,1,1,1,1,1,1,53
SHG,76.81,79.4,73.8,79.4,31.107453318064977,True,True,True,61.58,-0.5862977539606384,20.391849529780572,8.4733794661771,45.55618722759143,60.72400083699519,41.51065235379754,19.213348483197645,1,1,1,1,1,1,41
FCFS,229.51,71.5,70.8,71.5,25.96471925773684,True,True,True,61.48,9.608578751904467,-0.7824658481756841,23.312916398022775,52.53888076565198,55.53673082136079,36.32338233816314,19.213348483197645,1,1,1,1,1,1,22
HSBC,104.38,75.9,73.2,75.9,28.540581308172907,True,True,True,61.42,3.5353650012983,10.24503591043513,10.806794055201685,51.3631090487239,60.042931616068685,40.829583132871036,19.213348483197645,1,1,1,1,1,1,102
WHD,67.17,80.3,74.2,80.3,32.346590974833305,True,True,True,61.39,-2.425894305751819,10.768469656992096,15.81034482758621,63.11316172899466,61.27250900360146,42.059160520403815,19.213348483197645,1,1,1,1,1,1,19
GS,1058.88,65.4,62.6,65.4,21.515326737886035,True,False,False,61.38,17.383341571688668,6.263108773972137,14.92326727300355,36.80089918995391,43.32624967852843,24.11290119533078,19.213348483197645,1,1,1,1,1,1,99
GLD,428.07,57.7,57.7,42.9,10.50896136749373,False,False,False,61.35,44.24178210214105,4.793262992974112,-9.579231971610835,14.374649317337763,38.162863505793496,18.949515022595854,19.213348483197645,1,1,1,0,1,1,0
JOYY,75.0,67.1,62.3,67.1,22.661965640518886,True,False,False,61.33,14.951749744801166,14.591291061879286,19.999999999999996,21.378863893833966,42.7483821850019,23.535033701804252,19.213348483197645,1,1,1,1,1,1,36
SATS,103.915,97.8,97.8,92.8,68.5534152630429,False,True,False,61.32,7.318212110067146,-6.247744496571627,0.00481185641421078,42.07683893902106,313.18091451292247,293.9675660297248,19.213348483197645,0,1,1,1,1,0,0
FIX,1561.96,89.6,89.6,81.8,35.135306919042876,False,True,False,61.3,1.5497619105967326,-16.342543744543647,7.676823383427567,74.70025053686471,125.9845481640094,106.77119968081175,19.213348483197645,0,1,1,1,1,1,0
PNTG,38.25,74.9,70.6,74.9,27.84975943185746,True,True,True,61.29,4.426703103372723,12.5,15.593834995466892,43.41957255343081,55.2353896103896,36.02204112719196,19.213348483197645,1,1,1,1,1,1,54
PLXS,240.94,79.4,79.4,76.8,29.503779128412056,True,True,True,61.2,-1.8651231298063609,-10.184149705509583,18.05575971385174,74.01415571284124,75.81727962638647,56.603931143188824,19.213348483197645,1,1,1,1,1,1,1
UCTT,73.32,95.1,95.1,95.1,81.86810053594698,False,True,False,61.16,10.414489987347663,-19.938851277571523,8.912655971479499,229.23215087561738,211.07339838778105,191.8600499045834,19.213348483197645,0,1,1,1,1,0,0
CSTL,35.0,84.2,77.8,84.2,41.066071019209694,False,True,False,61.16,24.927337449734996,64.62841015992473,13.525786571521259,-7.602956705385433,70.15070491006318,50.93735642686554,19.213348483197645,1,0,1,0,1,1,0
ENTG,138.87,77.2,73.3,77.2,29.62176062558496,True,True,True,61.07,0.6301139776736524,-0.8071428571428507,1.1140235910878094,88.52837360847137,60.08069164265131,40.86734315945366,19.213348483197645,1,1,1,1,1,1,16
VTV,226.79,50.8,44.9,50.8,14.147502931235021,False,False,False,61.03,52.35890444220595,7.042054089772032,9.745947253810794,22.318105819535084,24.589353403285163,5.376004920087518,19.213348483197645,1,1,1,1,0,1,234
MUFG,22.23,76.2,62.8,76.2,28.703545166329395,True,True,True,60.96,1.6157384283679055,17.12328767123288,19.32367149758456,46.250000000000014,43.69747899159664,24.484130508398994,19.213348483197645,1,1,1,1,1,1,84
EE,39.65,74.9,74.9,72.8,26.751950098690976,True,True,True,60.94,3.2567523581146145,15.027560197272983,-7.554208440195853,48.22429906542056,63.034539473684205,43.821190990486556,19.213348483197645,1,1,1,1,1,1,8
CASY,824.92,76.5,76.5,76.4,29.150372552484484,True,True,True,60.89,0.9724521582739114,5.168413269078753,22.07653831355254,47.22827056933785,66.11022734137451,46.89687885817686,19.213348483197645,1,1,1,1,1,1,107
MNST,48.73,71.4,71.4,69.9,24.85063995207799,True,True,True,60.86,7.6756048968892765,9.211116091438809,14.108418218007257,35.28595224875066,56.43659711075442,37.22324862755677,19.213348483197645,1,1,1,1,1,1,91
SII,137.67,87.6,87.6,82.7,36.44554611616334,False,True,False,60.84,2.673227111636063,7.790479173191356,-15.154690003697768,69.31496740868279,112.48649482944897,93.27314634625132,19.213348483197645,1,1,1,0,1,1,0
GLUE,14.56,95.8,95.8,78.2,30.39856017363477,False,True,False,60.83,8.358736176141097,-24.047991653625456,-19.51354339414041,2.390998593530247,217.2113289760349,197.99798049283726,19.213348483197645,0,1,1,1,1,0,0
NVT,151.48,77.2,77.2,70.3,25.00164418661583,True,True,True,60.8,-0.2677304986404591,-9.725864123957106,24.36781609195402,50.65141720537045,69.44071588366889,50.227367400471245,19.213348483197645,1,1,1,1,1,1,19
INVX,28.68,77.1,77.1,62.8,20.054854000938505,True,True,True,60.7,-0.4512909734982695,3.725135623869802,-1.9487179487179485,25.569176882662003,69.20353982300887,49.99019133981122,19.213348483197645,1,1,1,1,1,1,19
KGC,33.48,77.6,77.6,73.6,26.961597995760492,False,True,False,60.51,14.909711265960684,17.432479831638005,-7.1032186459489495,37.26937269372692,69.77687626774846,50.56352778455082,19.213348483197645,1,1,1,0,1,1,0
OBK,52.9,72.6,57.3,72.6,26.636725395885023,True,True,True,60.43,4.639758742912081,11.792054099746396,22.90892193308549,48.93018018018016,37.76041666666667,18.54706818346903,19.213348483197645,1,1,1,1,1,1,102
JNJ,273.14,73.2,69.5,73.2,26.930273490025904,True,True,True,60.4,3.7301044409422803,18.094167495352153,11.408410490679932,33.95782246199117,53.0967995067541,33.883451023556454,19.213348483197645,1,1,1,1,1,1,156
ASH,73.76,78.6,52.2,78.6,30.703886998115394,True,True,True,60.39,-3.5024580249502595,28.70354213924271,18.547090967534572,46.43637085566807,31.128888888888895,11.91554040569125,19.213348483197645,1,1,1,1,1,1,43
FLEX,109.25,86.2,86.2,85.8,44.00792219849576,False,True,False,60.36,2.942692743030835,-25.06344742437753,66.36211359829448,97.59450171821307,106.20989052472632,86.99654204152867,19.213348483197645,1,1,1,1,1,0,0
KNX,68.5,72.1,72.1,67.2,22.750088804370414,True,True,True,60.36,5.065932729987364,-7.657050417902411,16.655313351498634,55.08263527280959,57.32659623334866,38.11324775015101,19.213348483197645,1,1,1,1,1,1,71
JXN,131.63,76.3,54.5,76.3,28.981752570920786,True,True,True,60.3,-0.7338982490090162,26.676931960350302,16.569252568189864,40.27067348678601,34.71497287892744,15.501624395729795,19.213348483197645,1,1,1,1,1,1,22
CSCO,111.11,76.2,76.2,74.5,27.524304741476495,True,True,True,60.21,-0.903401491648482,-7.153004094593463,40.432254802831125,46.00525624178713,65.49002085195114,46.2766723687535,19.213348483197645,1,1,1,1,1,1,74
BVN,35.94,84.2,84.2,76.9,29.557723294051797,False,True,False,60.18,4.985128784438539,3.7828472422754666,-10.172456885778558,56.12510860121633,94.27027027027026,75.05692178707261,19.213348483197645,1,1,1,0,1,1,0
WPM,163.72,84.1,78.2,84.1,39.595568896856996,False,True,False,60.13,4.965836186028653,28.811959087332806,3.9954265387791343,64.92394479701824,71.43455497382199,52.22120649062434,19.213348483197645,1,1,1,0,1,1,0
HP,42.08,89.2,89.2,86.0,44.60688434105137,False,True,False,59.97,-2.3597323896743827,9.327097947518826,22.82545242265033,57.36724008975318,124.18753329781565,104.974184814618,19.213348483197645,1,1,1,0,1,1,0
C,133.25,64.1,59.2,64.1,20.868700586528853,True,False,False,59.93,14.293254777524472,6.268442459526269,16.53839426272521,35.00506585612968,40.26315789473684,21.0498094115392,19.213348483197645,1,1,1,1,1,1,102
STNG,77.2,72.4,72.4,57.8,17.342491007908542,True,True,True,59.89,3.0929390716117053,-0.6435006435006385,4.607046070460719,24.83829236739974,58.55411788868352,39.34076940548587,19.213348483197645,1,1,1,1,1,1,39
SNDR,34.71,70.8,59.1,70.8,25.52232808410992,True,True,True,59.84,5.05275195087647,-0.800228636753364,28.985507246376805,60.32332563510394,39.90326481257558,20.689916329377933,19.213348483197645,1,1,1,1,1,1,72
CAT,811.29,83.2,83.2,68.7,23.841558620598693,False,True,False,59.8,5.075405505697476,-10.840394316046286,5.828256871160042,47.3920389513653,87.6682859125607,68.45493742936306,19.213348483197645,0,1,1,1,1,1,0
VECO,47.59,83.8,83.8,83.2,37.89866254573019,False,True,False,59.76,4.121533835235058,-20.999335989375822,67.21714687280394,73.68613138686133,90.58870644773731,71.37535796453966,19.213348483197645,1,1,1,1,1,0,0
SLX,108.9144,69.6,69.6,62.3,19.70012295586347,True,False,False,59.76,6.390249711827515,-1.3188366403914187,7.114870180959865,40.78903826266804,53.23437961647228,34.02103113327464,19.213348483197645,1,1,1,1,1,1,162
PHYS,35.45,56.9,56.9,42.6,10.443185741959125,False,False,False,59.73,39.8890092427722,5.255344418052266,-9.819384380564744,14.281108961960044,37.24351529229579,18.030166809098148,19.213348483197645,1,1,1,0,1,1,0
SWK,98.46,75.1,49.5,75.1,28.18095425628611,True,True,True,59.71,-1.0934307716016802,23.911401963251944,15.48205489092187,48.843537414965965,28.75637504903883,9.543026565841185,19.213348483197645,1,1,1,1,1,1,50
TKR,122.33,70.3,70.3,68.3,23.648675197407705,True,True,True,59.71,5.3163589499725,-3.7983642654922933,13.594577026650567,57.885906040268445,54.35962145110409,35.14627296790644,19.213348483197645,1,1,1,1,1,1,78
UNH,396.59,62.7,50.8,62.7,20.026644645864117,True,False,False,59.37,14.31559414490269,3.2759563553032445,39.546094299788884,23.94599493702532,30.08922128189988,10.875872798702236,19.213348483197645,1,1,1,1,1,1,28
VGK,93.19,39.9,36.8,39.9,9.487808802025903,False,False,False,59.33,61.22707244508151,4.332736229287959,2.983755111061992,17.827791124035897,17.962025316455698,-1.2513231667419467,19.213348483197645,1,1,1,1,0,1,101
FNV,271.77,72.4,65.4,72.4,26.593081829827796,False,True,False,59.3,17.794457838822705,21.749843204013963,-1.4326127955897494,42.064819654992135,48.83351588170866,29.62016739851101,19.213348483197645,1,1,1,0,1,1,0
MKSI,270.48,91.7,91.7,84.9,42.61797056485848,False,True,False,59.26,8.597053490973165,-17.539099417700676,5.6934078386932985,87.83333333333334,154.6413104876671,135.42796200446946,19.213348483197645,0,1,1,1,1,0,0
XHR,19.68,74.1,60.8,74.1,27.330968752106486,True,True,True,59.25,-1.3014421087262702,12.908777969018924,27.875243664717342,41.37931034482758,41.582733812949634,22.36938532975199,19.213348483197645,1,1,1,1,1,1,69
BMY,67.92,74.6,63.2,74.6,27.579239239131915,True,True,True,59.24,-1.9958865852127317,18.080667593880385,10.799347471451881,46.85405405405405,44.08145948239288,24.86811099919524,19.213348483197645,1,1,1,1,1,1,18
LIT,76.59,76.0,76.0,50.6,14.109421937417155,False,True,False,59.14,12.477851431948345,-10.452472816555591,-0.6485925541574789,27.035992701940636,65.0646551724138,45.85130668921615,19.213348483197645,1,1,1,0,1,1,0
PAA,24.7,69.2,60.3,69.2,24.471714098928977,True,False,False,59.13,4.818022461081208,7.531562908141054,20.78239608801955,45.20870076425629,41.30434782608694,22.090999342889294,19.213348483197645,1,1,1,1,1,1,109
SMFG,25.18,73.8,67.4,73.8,27.110828722293483,True,True,True,58.95,-1.901679950487126,12.410714285714297,12.01067615658362,47.94359576968272,50.77844311377247,31.56509463057482,19.213348483197645,1,1,1,1,1,1,101
BAC,62.43,66.7,46.0,66.7,22.475312213132327,True,False,False,58.95,7.564087692873005,22.172211350293548,20.777713290771914,21.082234290147394,26.172190784155227,6.9588423009575795,19.213348483197645,1,1,1,1,1,1,50
BY,38.11,68.2,52.8,68.2,23.634770119377364,True,False,False,58.91,5.4418956095586335,14.858348402652188,17.732468334877982,38.029699384281066,32.694986072423404,13.481637589225759,19.213348483197645,1,1,1,1,1,1,154
BAP,383.3,73.7,69.1,73.7,26.962386991160848,True,True,True,58.86,-2.0711325773484526,10.067769354468181,7.929267331193346,54.64998991325398,52.09713900242055,32.8837905192229,19.213348483197645,1,1,1,1,1,1,68
FORM,107.72,96.9,96.9,93.5,70.09611307065043,False,True,False,58.85,0.2986359532247205,-19.02578365782155,1.7858830199376285,117.96843383245647,268.7778158165012,249.56446733330355,19.213348483197645,0,1,1,1,1,0,0
SQM,79.21,77.7,77.7,59.5,18.22962591212582,False,True,False,58.83,9.172013221504105,-5.634977364784377,-0.41488559215490106,33.03661404098084,69.79635584137192,50.58300735817427,19.213348483197645,1,1,1,0,1,1,0
SU,65.36,74.4,74.4,72.1,26.191756442239075,True,True,True,58.78,-3.254906405212321,2.1728935438486863,17.23766816143497,47.47292418772564,61.90240277433738,42.68905429113974,19.213348483197645,1,1,1,1,1,1,35
KN,33.64,72.2,72.2,66.5,22.432332077588054,True,True,True,58.76,-0.40619199436118303,-10.579479000531622,18.11797752808988,57.63823805060919,57.564402810304436,38.351054327106795,19.213348483197645,1,1,1,1,1,1,78
CROX,122.89,72.2,61.8,72.2,26.337850034058675,True,True,True,58.75,-0.42577137734632287,3.8009967058028504,30.775779504097045,50.89636542239686,42.41511183219375,23.201763348996106,19.213348483197645,1,1,1,1,1,1,66
B,48.87,82.8,82.8,79.1,30.944887549257587,False,True,False,58.68,18.524009426607865,18.472727272727262,-1.8871712507528726,33.707250341997266,85.95890410958901,66.74555562639138,19.213348483197645,1,0,1,0,1,1,0
KLAC,183.34,87.2,87.2,82.6,36.28915135921591,False,True,False,58.65,12.553960791630187,-6.324884145126431,18.53777122611011,67.11025229692285,108.44750156329943,89.23415308010179,19.213348483197645,0,1,1,1,1,0,0
NIC,171.12,68.5,46.5,68.5,23.7509812527256,True,False,False,58.57,3.8913359303787867,22.570016474464573,6.616822429906555,40.65428242643434,26.343768458357953,7.130419975160307,19.213348483197645,1,1,1,1,1,1,55
HL,20.92,92.6,92.6,89.2,51.84935802892316,False,True,False,58.43,4.640788427383154,23.49468713105076,-10.253110253110243,56.35276532137519,166.15776081424934,146.94441233105172,19.213348483197645,1,1,1,0,1,0,0
CNOB,32.02,59.2,48.6,59.2,17.914416899664502,True,False,False,58.4,15.7491610839058,7.2696817420435655,15.930485155684293,31.175747644408048,27.92648821414303,8.713139730945386,19.213348483197645,1,1,1,1,1,1,110
KLIC,84.53,89.5,89.5,84.5,41.80070683454685,False,True,False,58.35,8.49137968174672,-19.960231038727393,16.19243986254295,106.77592954990214,125.95562683774392,106.74227835454629,19.213348483197645,0,1,1,1,1,0,0
BCH,42.65,65.9,65.9,57.1,16.93741941464006,True,False,False,58.32,6.53375426364741,9.894357124452458,-1.546629732225302,17.266978278801215,49.178034277719476,29.964685794521827,19.213348483197645,1,1,1,1,1,1,13
COHR,288.14,95.9,95.9,90.1,56.81195882331255,False,True,False,58.31,-0.17840285916932597,-24.209584933452575,7.555057857409486,106.53716579456672,218.3867403314917,199.17339184829405,19.213348483197645,0,1,1,1,1,0,0
ENS,194.29,84.0,84.0,66.4,22.272824323363732,False,True,False,58.29,-1.0226845648751854,-17.572440711043235,14.348772879759863,40.64716953814971,91.51306062099556,72.29971213779791,19.213348483197645,0,1,1,1,1,1,0
CDE,21.59,80.4,80.4,80.4,32.40132801261219,False,True,False,58.24,20.263004549007373,21.020179372197312,-12.200081333875556,54.32451751250893,77.84184514003294,58.628496656835296,19.213348483197645,1,1,0,0,1,1,0
RGLD,267.76,74.2,69.9,74.2,27.37647205773408,False,True,False,58.08,11.319860037327613,22.640040305958852,-6.846646256610079,45.04875406283857,53.40017187052419,34.18682338732655,19.213348483197645,1,1,1,0,1,1,0
BSAC,36.15,69.2,69.2,62.9,20.270242144639624,True,False,False,58.08,1.3464758583992622,12.511671335200724,0.7805965988290975,23.336745138178095,52.210526315789465,32.99717783259182,19.213348483197645,1,1,1,1,1,1,8
SUN,74.6,70.1,63.1,70.1,24.969728327047044,True,True,True,58.05,0.024836492897909457,12.637777442246701,21.143228320883402,34.414414414414395,44.01544401544402,24.80209553224637,19.213348483197645,1,1,1,1,1,1,123
CVX,199.89,58.2,46.7,58.2,17.46285079939294,False,False,False,57.95,32.23925447108935,9.588815789473681,8.50613397025295,33.27777036938257,26.3527180783818,7.139369595184153,19.213348483197645,1,1,1,0,1,1,0
UNP,309.59,67.4,58.2,67.4,22.852138070537904,True,False,False,57.94,3.279468546644836,10.809263037331318,17.157994323557226,36.85350543718504,38.63066451728461,19.417316034086962,19.213348483197645,1,1,1,1,1,1,144
