market,ticker,name,name_en,kind,mult,exchange,type,category,price,chg_pct,volume,basis,source
US,BIDG,LEVERAGE SHARES BIDU DAILY 2X,LEVERAGE SHARES 2X LONG BIDU DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BIOY,GRANITESHARES YIELDBOOST BIOTECH 3X,GRANITESHARES YIELDBOOST BIOTECH ETF,레버리지,3,NASDAQ,ETF,,,,,종목명,usa10104+master
US,BITU,비트코인 2배 프로셰어즈 ETF,PROSHARES TRUST ULTRA BITCOIN ETF,레버리지,2,NYSE,ETF,,,,,종목명,usa10104+master
US,BITX,비트코인 2배 ETF,2X BITCOIN ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,BLSG,LEVERAGE SHARES BLSH DAILY 2X,LEVERAGE SHARES 2X LONG BLSH DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BMNG,LEVERAGE SHARES BMNR DAILY 2X,LEVERAGE SHARES 2X LONG BMNR DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BMNU,비트마인 이머션 테크놀로지스 2배 T-REX E,T-REX 2X LONG BMNR DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BNKU,미국 은행 3배 마이크로섹터 ETN,MICROSECTORS U.S. BIG BANKS 3 LEVERAGED,레버리지,3,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,BNMC,CORGI BMNR DAILY 2X,CORGI BMNR 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BOEG,보잉 데일리 2배 레버리지 셰어즈 ETF,LEVERAGE SHARES 2X LONG BA DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BOEU,DIREXION BA DAILY 2X,DIREXION DAILY BA BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BOIL,천연가스 2배 프로셰어즈 ETF,PROSHARES ULTRA BLOOMBERG NATURAL GAS,레버리지,2,NYSE,ETF,레버리지 원자재,,,,카테고리,usa10104+master
US,BRKL,CORGI BRKB DAILY 2X,CORGI BRKB 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BRKU,버크셔해서웨이B 2배레버리지 디렉시온 ETF,DIREXION DAILY BRKB BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BRZU,MSCI 브라질 2배 디렉시온 ETF,DIREXION DAILY MSCI BRAZIL BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BRZX,CORGI BRAZIL DAILY 2X,CORGI BRAZIL 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BTCL,비트코인 데일리 타겟 2배 T-REX ETF,T-REX 2X LONG BITCOIN DAILY TARGET ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,BTCU,DIREXION BITCOIN DAILY 2X,DIREXION DAILY BITCOIN BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BTDL,GRANITESHARES 2X LONG BTDR DAILY ETF,GRANITESHARES 2X LONG BTDR DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BULG,위불 데일리 2배 레버리지 셰어즈 ETF,LEVERAGE SHARES 2X LONG BULL DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,BULZ,FANG 혁신 3배 레버리지 마이크로섹터 ETN,BANK OF MONTREAL MICROSECTORS FANG & INV,레버리지,3,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,CAMC,CORGI CAMT DAILY 2X,CORGI CAMT 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CARU,자동차 레버리지 3배 ETN,BANK OF MONTREAL MAX AUTO IND 3X LEVERAG,레버리지,3,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,CARX,CORGI CART DAILY 2X,CORGI CART 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CATG,LEVERAGE SHARES CAT DAILY 2X,LEVERAGE SHARES 2X LONG CAT DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CBRG,LEVERAGE SHARES CBRS DAILY 2X,LEVERAGE SHARES 2X LONG CBRS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CBRX,TRADR CBRS DAILY 2X,TRADR 2X LONG CBRS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CCPX,CORGI CHINA DAILY 2X,CORGI CHINA 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CCUP,써클 인터넷 그룹 데일리 2배 T-REX ETF,T-REX 2X LONG CRCL DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CDNG,LEVERAGE SHARES CDNS DAILY 2X,LEVERAGE SHARES 2X LONG CDNS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CEFD,월급여 1.5배 폐쇄형 펀드 지수 이트랙스 E,UBS AG LONDON ETR 1.5X QY LEV SNET COM C,레버리지,1.5,NYSE,ETN,,,,,종목명,usa10104+master
US,CEGX,TRADR CEG DAILY 2X,TRADR 2X LONG CEG DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CHAU,CSI 300 중국 A 레버리지 2배 디렉시온 ETF,DIREXION DAILY CSI 300 CHINA A SHARE BUL,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CHNU,CHAINLINK 2X,2X CHAINLINK ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,CIEG,LEVERAGE SHARES CIEN DAILY 2X,LEVERAGE SHARES 2X LONG CIEN DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CIEX,TRADR CIEN DAILY 2X,TRADR 2X LONG CIEN DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CIFC,CORGI CIFR DAILY 2X,CORGI CIFR 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CIFG,LEVERAGE SHARES CIFR DAILY 2X,LEVERAGE SHARES 2X LONG CIFR DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CIFU,T-REX CIFR DAILY 2X,T-REX 2X LONG CIFR DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CIR,CORGI CRCL DAILY 2X,CORGI CRCL 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CLSX,TRADR CLSK DAILY 2X,TRADR 2X LONG CLSK DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CMGG,LEVERAGE SHARES CMG DAILY 2X,LEVERAGE SHARES 2X LONG CMG DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CNCG,LEVERAGE SHARES CNC DAILY 2X,LEVERAGE SHARES 2X LONG CNC DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COHC,CORGI COHR DAILY 2X,CORGI COHR 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COHH,LEVERAGE SHARES COHR DAILY 2X,LEVERAGE SHARES 2X LONG COHR DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COHX,TRADR COHR DAILY 2X,TRADR 2X LONG COHR DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COIA,PROSHARES COIN 2X,PROSHARES ULTRA COIN,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COIG,코인베이스 데일리 2배 레버리지 셰어즈 ET,LEVERAGE SHARES 2X LONG COIN DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COIX,CORGI COIN DAILY 2X,CORGI COIN 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CONL,코인베이스 2배 그래닛셰어즈 ETF,GRANITESHARES ETF TRUST 2X LONG COIN DAI,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CONX,DIREXION COIN DAILY 2X,DIREXION DAILY COIN BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COPZ,DEFIANCE COPPER DAILY 2X,DEFIANCE DAILY TARGET 2X LONG COPPER MIN,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COTG,LEVERAGE SHARES COST DAILY 2X,LEVERAGE SHARES 2X LONG COST DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,COZX,TRADR CORZ DAILY 2X,TRADR 2X LONG CORZ DAILY ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,CPNX,TRADR CPNG DAILY 2X,TRADR 2X LONG CPNG DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CPXR,USCF DAILY TARGET 2X COPPER,USCF DAILY TARGET 2X COPPER INDEX ETF,레버리지,2,NYSE,ETF,레버리지 원자재,,,,카테고리,usa10104+master
US,CRCA,울트라 써클 인터넷 그룹 2배 프로셰어즈 E,PROSHARES ULTRA CRCL,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRCG,레버리지 셰어즈 써클 인터넷 그룹 데일리,LEVERAGE SHARES 2X LONG CRCL DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRD,CORGI CRDO 2X DAILY ETF,CORGI CRDO 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRDU,TRADR CRDO DAILY 2X,TRADR 2X LONG CRDO DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRDX,CARDANO 2X,2X CARDANO ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,CRMG,레버리지 셰어즈 세일즈포스 2배 롱 데일리,LEVERAGE SHARES 2X LONG CRM DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRMU,LEVERAGE SHARES CRML DAILY 2X,LEVERAGE SHARES 2X LONG CRML DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRMX,TRADR CRML DAILY 2X,TRADR 2X LONG CRML DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRUC,CORGI CRUS DAILY 2X,CORGI CRUS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRWC,CORGI CRWD 2X DAILY ETF,CORGI CRWD 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRWG,코어위브 데일리 2배 레버리지 셰어즈 ETF,LEVERAGE SHARES 2X LONG CRWV DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRWL,GRANITESHARES CRWD DAILY 2X,GRANITESHARES 2X LONG CRWD DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRWU,코어위브 데일리 2배 T-REX ETF,T-REX 2X LONG CRWV DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRWX,CORGI CRWV DAILY 2X,CORGI CRWV 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CRY,GRANITESHARES YIELDBOOST CRCL 2X,GRANITESHARES YIELDBOOST CRCL ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,CSCL,DIREXION CSCO DAILY 2X,DIREXION DAILY CSCO BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CSEX,TRADR CLS DAILY 2X,TRADR 2X LONG CLS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CURE,데일리 헬스케어 3배 디렉시온 ETF,DIREXION DAILY HEALTHCARE BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CWEB,중국 인터넷 레버리지 2배 디렉시온 ETF,DIREXION DAILY CSI CHINA INTERNET INDEX,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CWVX,Tradr 코어위브 데일리 2배 ETF,TRADR 2X LONG CRWV DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,CWY,GRANITESHARES YIELDBOOST CRWV 2X,GRANITESHARES YIELDBOOST CRWV ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,CXRN,TEUCRIUM CORN DAILY 2X,TEUCRIUM 2X DAILY CORN ETF,레버리지,2,NYSE,ETF,레버리지 원자재,,,,카테고리,usa10104+master
US,DDM,다우 30 2배 프로셰어즈 ETF,PROSHARES TRUST PSHS ULTRA DOW30,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DFEN,항공우주 방산 3배 레버리지 디렉시온 ETF,DIREXION DAILY AEROSPACE & DEFENSE BULL,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DGP,골드 더블 롱 DB ETN,DEUTSCHE BANK AG LONDON DB GOLD DOUBLE L,레버리지,2,NYSE,ETN,레버리지 원자재,,,,카테고리,usa10104+master
US,DIG,에너지 2배 프로셰어즈 ETF,PROSHARES TRUST ULTRA ENERGY,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DJTU,DJT 데일리 타겟 2배 T-REX ETF,T-REX 2X LONG DJT DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DKNX,DEFIANCE DKNG DAILY 2X,DEFIANCE DAILY TARGET 2X LONG DKNG ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DLLL,GRANITESHARES DELL DAILY 2X,GRANITESHARES 2X LONG DELL DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DNNG,LEVERAGE SHARES DNN DAILY 2X,LEVERAGE SHARES 2X LONG DNN DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DPST,미국 지역은행 3배 레버리지 디렉시온 ETF,DIREXION DAILY REGIONAL BANKS BULL 3X ET,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DRAL,DEFIANCE DRAM DAILY 2X,DEFIANCE DAILY TARGET 2X LONG DRAM ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DRN,부동산 3배 레버리지 디렉시온 ETF,DIREXION DAILY REAL ESTATE BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DRNL,DEFIANCE PURE DRONE AND AERIAL AUTOMATI,DEFIANCE 2X DAILY LONG PURE DRONE AND AE,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DUOG,LEVERAGE SHARES DUOL DAILY 2X,LEVERAGE SHARES 2X LONG DUOL DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,DUSL,데일리 미국 산업주 3배 디렉시온 ETF,DIREXION DAILY INDUSTRIALS BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ECHX,LEVERAGE SHARES ECHO DAILY 2X,LEVERAGE SHARES 2X LONG ECHO DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EDC,신흥국 레버리지 3배 디렉시온 ETF,DIREXION DAILY MSCI EMERGING MARKETS BUL,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EET,MSCI 신흥국 2배 프로셰어즈 ETF,PROSHARES TRUST ULTRA MSCI EMERGING MKTS,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EFO,MSCI EAFE 2배 프로셰어즈 ETF,PROSHARES TRUST ULTRA MSCI EAFE,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ELIL,DIREXION LLY DAILY 2X,DIREXION DAILY LLY BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EMXX,CORGI EMERGING MARKETS DAILY 2X,CORGI EMERGING MARKETS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ENTL,LEVERAGE SHARES ENTG DAILY 2X,LEVERAGE SHARES 2X LONG ENTG DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EO,CORGI EOSE DAILY 2X,CORGI EOSE 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EOSU,T-REX EOSE DAILY 2X,T-REX 2X LONG EOSE DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ERX,에너지 대형주 디렉시온 ETF,DIREXION DAILY ENERGY BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ETHT,이더리움 2배 프로셰어즈 ETF,PROSHARES ULTRA ETHER ETF,레버리지,2,NYSE,ETF,,,,,종목명,usa10104+master
US,ETHU,이더리움 2배 ETF,2X ETHER ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,ETNG,LEVERAGE SHARES ETN DAILY 2X,LEVERAGE SHARES 2X LONG ETN DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ETU,이더리움 데일리 타겟 2배 T-REX ETF,T-REX 2X LONG ETHER DAILY TARGET ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,EURL,데일리 FTSE 유럽 3배 수익 디렉시온 ETF,DIREXION DAILY FTSE EUROPE BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EUVX,CORGI LITHOGRAPHY & SEMICONDUCTOR PHOTO,CORGI LITHOGRAPHY & SEMICONDUCTOR PHOTON,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EVMU,DIREXION ETHER DAILY 2X,DIREXION DAILY ETHER BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,EZJ,MSCI 일본 2배 프로셰어즈 ETF,PROSHARES TRUST ULTRA MSCI JAPAN,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FAS,금융주 3배 레버리지 디렉시온 ETF,DIREXION DAILY FINANCIAL BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FBL,메타 2배 레버리지 그래닛셰어즈 ETF,GRANITESHARES ETF TRUST 2X LONG META DAI,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FBX,CORGI META DAILY 2X,CORGI META 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FBYY,GRANITESHARES YIELDBOOST META 2X,GRANITESHARES YIELDBOOST META ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,FCXG,LEVERAGE SHARES FCX DAILY 2X,LEVERAGE SHARES 2X LONG FCX DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FDRX,FOUNDER-LED DAILY 2X,FOUNDER-LED 2X DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FGRU,T-REX FIGR DAILY 2X,T-REX 2X LONG FIGR DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FIGG,LEVERAGE SHARES FIG DAILY 2X,LEVERAGE SHARES 2X LONG FIG DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FINY,GRANITESHARES YIELDBOOST FINANCIALS 3X,GRANITESHARES YIELDBOOST FINANCIALS ETF,레버리지,3,NASDAQ,ETF,,,,,종목명,usa10104+master
US,FLYT,TRADR FLY DAILY 2X,TRADR 2X LONG FLY DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FLYU,여행 레버리지 3배 마이크로섹터 ETN,BANK OF MONTREAL MICROSECTORS TRAVEL 3X,레버리지,3,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,FNG,LEVERAGE SHARES FN DAILY 2X,LEVERAGE SHARES 2X LONG FN DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FNGG,FANG 2배 디렉시온 ETF,DIREXION DAILY NYSE FANG+ BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FNGO,FANG+ 2배 마이크로섹터 ETN,BANK OF MONTREAL MICROSECTORS FANG INDEX,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,FNGU,FANG 플러스 3배 레버리지 마이크로섹터 ET,MICROSECTORS FANG+ 3X LEVERAGED ETNS DUE,레버리지,3,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,FOMG,LEVERAGE SHARES FORM DAILY 2X,LEVERAGE SHARES 2X LONG FORM DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FPSX,LEVERAGE SHARES FPS DAILY 2X,LEVERAGE SHARES 2X LONG FPS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,FUTG,LEVERAGE SHARES FUTU DAILY 2X,LEVERAGE SHARES 2X LONG FUTU DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GDXU,금광 3배 마이크로섹터 ETN,BANK OF MONTREAL MICROSECTORS GOLD MINER,레버리지,3,NYSE,ETN,레버리지 원자재,,,,카테고리,usa10104+master
US,GEMG,LEVERAGE SHARES GEMI DAILY 2X,LEVERAGE SHARES 2X LONG GEMI DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GEVC,CORGI GEV DAILY 2X,CORGI GEV 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GEVG,LEVERAGE SHARES GEV DAILY 2X,LEVERAGE SHARES 2X LONG GEV DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GEVX,TRADR GEV DAILY 2X,TRADR 2X LONG GEV DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GFSG,LEVERAGE SHARES GFS DAILY 2X,LEVERAGE SHARES 2X LONG GFS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GGLL,구글 레버리지 2배 디렉시온 ETF,DIREXION DAILY GOOGL BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GLGG,LEVERAGE SHARES GLXY DAILY 2X,LEVERAGE SHARES 2X LONG GLXY DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GLWG,LEVERAGE SHARES GLW DAILY 2X,LEVERAGE SHARES 2X LONG GLW DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GLX,CORGI GLXY DAILY 2X,CORGI GLXY 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GLXU,갤럭시 디지털 데일리 2배 T-REX ETF,T-REX 2X LONG GLXY DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GMEC,CORGI GME DAILY 2X,CORGI GME 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GMEU,게임스탑 데일리 타겟 2배 롱 T-REX ETF,T-REX 2X LONG GME DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GOGL,CORGI GOOGL DAILY 2X,CORGI GOOGL 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GOOL,LEVERAGE SHARES GOOGL DAILY 2X,LEVERAGE SHARES 2X LONG GOOGL DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GOOX,알파벳 레버리지 2배 터틀 ETF,ETF OPPORTUNITIES TR T REX 2X LONG ALPHA,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GOU,GRANITESHARES GOOGL DAILY 2X,GRANITESHARES 2X LONG GOOGL DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GRAG,LEVERAGE SHARES GRAB DAILY 2X,LEVERAGE SHARES 2X LONG GRAB DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,GUSH,S&P 원유/가스 2배 레버리지 디렉시온 ETF,DIREXION DAILY S&P OIL & GAS EXP. & PROD,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HDLB,미국 2배 고배당 저변동성 시리즈 B 엑스트,UBS AG LONDON ETRACS MNTY PY 2XLEV US HG,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,HIBL,S&P 500 경기민감주 3배 디렉시온 ETF,DIREXION DAILY S&P 500 HIGH BETA BULL 3X,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HIMC,CORGI HIMS 2X DAILY ETF,CORGI HIMS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HIMZ,힘스 앤 허스 헬스 데일리 타겟 2배 롱 디,DEFIANCE DAILY TARGET 2X LONG HIMS ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HMYY,GRANITESHARES YIELDBOOST HIMS 2X,GRANITESHARES YIELDBOOST HIMS ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,HODU,DIREXION HOOD DAILY 2X,DIREXION DAILY HOOD BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
